MEETVERANTWOORDELIJKE,NETBEHEERDER,NETGEBIED,STRAATNAAM,POSTCODE_VAN,POSTCODE_TOT,WOONPLAATS,LANDCODE,PRODUCTSOORT,VERBRUIKSSEGMENT,Aantal Aansluitingen,%Leveringsrichting,%Fysieke status,%Defintieve aansl (NRM),%Soort aansluiting,Soort aansluiting Naam,SJV,%SJV laag tarief,%Slimme Meter,Gemiddeld aantal telwielen,longitude,latitude
Liander N.V.,Liander N.V. (NW),,Tafelbergweg,1105BN,1106AD,AMSTERDAM ZUIDOOST,NL,ELK,KVB,26,1.0,0.7692,1.0,0.62,1x25,4877,0.1923,0.11539999999999999,1.1,52.29839089,4.97395607
,Liander N.V. (NW),,Remmerdenplein,1106AE,1106AE,AMSTERDAM,NL,ELK,KVB,18,1.0,1.0,1.0,0.94,1x25,2026,0.11109999999999999,0.11109999999999999,1,52.29836799,4.973922179
,Liander N.V. (NW),,Remmerdenplein,1106AG,1106AG,AMSTERDAM,NL,ELK,KVB,21,1.0,1.0,1.0,0.95,1x25,2662,0.1905,0.1905,1,52.29794438,4.974684591
,Liander N.V. (NW),,Remmerdenplein,1106AH,1106AH,AMSTERDAM,NL,ELK,KVB,18,1.0,1.0,1.0,0.89,1x25,2039,0.11109999999999999,0.0556,1.1,52.29795163,4.974606094
Liander N.V.,Liander N.V. (NW),,Remmerdenplein,1106AK,1106AM,AMSTERDAM,NL,ELK,KVB,25,1.0,0.96,1.0,0.8,1x25,2842,0.88,0.8,1.8,52.2969259,4.975073893
Liander N.V.,Liander N.V. (NW),,Ruiseveenpad,1106AN,1106AN,AMSTERDAM ZUIDOOST,NL,ELK,KVB,39,1.0,0.9231,1.0,0.64,1x25,2797,0.7179000000000001,0.6154,1.4,52.29711471,4.97615643
Liander N.V.,Liander N.V. (NW),,Reigersbos,1106AP,1106AP,AMSTERDAM ZUIDOOST,NL,ELK,KVB,50,1.0,0.82,1.0,0.56,1x25,6359,0.78,0.64,1.3,52.29665362,4.97611108
Liander N.V.,Liander N.V. (NW),,Reigersbos,1106AR,1106AR,AMSTERDAM ZUIDOOST,NL,ELK,KVB,12,1.0,0.4167,1.0,0.25,3x35,5377,0.3333,0.0,1.8,52.29604829,4.976239394
Liander N.V.,Liander N.V. (NW),,Reigersbos,1106AS,1106AS,AMSTERDAM ZUIDOOST,NL,ELK,KVB,59,1.0,0.8644,1.0,0.42,1x25,11256,0.6779999999999999,0.5763,1.2,52.29647759,4.975386825
Liander N.V.,Liander N.V. (NW),,Reewijkplein,1106AT,1106AV,AMSTERDAM ZUIDOOST,NL,ELK,KVB,30,1.0,0.9333,1.0,0.53,1x25,7928,0.9,0.8332999999999999,1.5,52.29707804,4.976866108
Liander N.V.,Liander N.V. (NW),,Rossumplein,1106AX,1106BA,AMSTERDAM,NL,ELK,KVB,34,1.0,0.9412,1.0,0.62,1x25,5167,0.1471,0.0294,1.2,52.30045478,4.979534444
,Liander N.V. (NW),,Polsbroekstraat,1106BB,1106BB,AMSTERDAM ZUIDOOST,NL,ELK,KVB,26,0.9231,0.9231,1.0,0.85,1x25,2899,0.07690000000000001,0.0385,1.1,52.29995368,4.978766319
,Liander N.V. (NW),,Polsbroekstraat,1106BC,1106BC,AMSTERDAM,NL,ELK,KVB,15,1.0,1.0,1.0,0.8,1x25,2318,0.1333,0.0,1.1,52.29963753,4.977875386
,Liander N.V. (NW),,Pannerdenstraat,1106BD,1106BD,AMSTERDAM,NL,ELK,KVB,15,1.0,1.0,1.0,0.87,1x25,2094,0.0667,0.0667,1,52.29945199,4.977318961
,Liander N.V. (NW),,Pannerdenstraat,1106BE,1106BE,AMSTERDAM,NL,ELK,KVB,25,1.0,1.0,1.0,0.88,1x25,1926,0.12,0.04,1.1,52.29912524,4.976367237
,Liander N.V. (NW),,Pannerdenstraat,1106BG,1106BG,AMSTERDAM,NL,ELK,KVB,21,1.0,1.0,1.0,0.76,1x25,2529,0.1905,0.1429,1.1,52.29875387,4.975241488
,Liander N.V. (NW),,Renswoudestraat,1106BH,1106BH,AMSTERDAM,NL,ELK,KVB,18,1.0,1.0,1.0,1.0,1x25,2672,0.0,0.0,1,52.2982005,4.975291979
Liander N.V.,Liander N.V. (NW),,Renswoudestraat,1106BJ,1106BJ,AMSTERDAM ZUIDOOST,NL,ELK,KVB,22,1.0,0.9091,1.0,0.73,1x25,2925,0.0909,0.0455,1.1,52.29779125,4.975490418
,Liander N.V. (NW),,Renswoudestraat,1106BK,1106BK,AMSTERDAM ZUIDOOST,NL,ELK,KVB,29,0.3448,0.8276,1.0,0.52,1x25,5736,0.5861999999999999,0.6897,1.4,52.2973468,4.975060097
,Liander N.V. (NW),,Papendrechtstraat,1106BM,1106BM,AMSTERDAM,NL,ELK,KVB,30,1.0,1.0,1.0,0.97,1x25,2126,0.16670000000000001,0.16670000000000001,1,52.29841273,4.976476318
,Liander N.V. (NW),,Papendrechtstraat,1106BN,1106BN,AMSTERDAM ZUIDOOST,NL,ELK,KVB,27,1.0,0.963,1.0,0.85,1x25,1934,0.037000000000000005,0.0,1,52.29783659,4.976797018
,Liander N.V. (NW),,Papendrechtstraat,1106BP,1106BP,AMSTERDAM,NL,ELK,KVB,23,1.0,1.0,1.0,0.78,1x25,2336,0.1304,0.0435,1.1,52.29834841,4.975972466
,Liander N.V. (NW),,Papendrechtstraat,1106BR,1106BR,AMSTERDAM,NL,ELK,KVB,20,1.0,1.0,1.0,0.95,1x25,2603,0.1,0.05,1.1,52.2979348,4.976193893
,Liander N.V. (NW),,Peursumstraat,1106BS,1106BS,AMSTERDAM,NL,ELK,KVB,27,1.0,1.0,1.0,1.0,1x25,2140,0.037000000000000005,0.037000000000000005,1,52.2988334,4.977678073
,Liander N.V. (NW),,Peursumstraat,1106BT,1106BT,AMSTERDAM,NL,ELK,KVB,28,1.0,1.0,1.0,0.86,1x25,1972,0.035699999999999996,0.035699999999999996,1,52.29835137,4.977986705
,Liander N.V. (NW),,Peursumstraat,1106BV,1106BV,AMSTERDAM,NL,ELK,KVB,38,1.0,1.0,1.0,0.87,1x25,2292,0.10529999999999999,0.0263,1.1,52.29863035,4.977226491
,Liander N.V. (NW),,Peursumstraat,1106BW,1106BW,AMSTERDAM,NL,ELK,KVB,26,1.0,1.0,1.0,0.92,1x25,1717,0.0385,0.0,1,52.29796861,4.977534343
,Liander N.V. (NW),,Portengenstraat,1106BX,1106BX,AMSTERDAM,NL,ELK,KVB,25,1.0,1.0,1.0,0.84,1x25,2357,0.08,0.04,1,52.29927885,4.978949881
,Liander N.V. (NW),,Portengenstraat,1106BZ,1106BZ,AMSTERDAM,NL,ELK,KVB,24,1.0,1.0,1.0,0.79,1x25,2400,0.0833,0.0417,1,52.29882757,4.979196916
,Liander N.V. (NW),,Portengenstraat,1106CA,1106CA,AMSTERDAM,NL,ELK,KVB,17,1.0,1.0,1.0,0.76,1x25,3961,0.3529,0.3529,1,52.29849667,4.979423695
,Liander N.V. (NW),,Portengenstraat,1106CB,1106CB,AMSTERDAM,NL,ELK,KVB,24,1.0,1.0,1.0,0.83,1x25,2929,0.0417,0.0,1,52.29911604,4.978467374
,Liander N.V. (NW),,Portengenstraat,1106CC,1106CC,AMSTERDAM,NL,ELK,KVB,21,1.0,1.0,1.0,0.81,1x25,1907,0.1429,0.1429,1,52.29869445,4.978680591
,Liander N.V. (NW),,Portengenstraat,1106CD,1106CD,AMSTERDAM,NL,ELK,KVB,26,1.0,0.9615,1.0,0.69,1x25,3296,0.11539999999999999,0.0385,1.1,52.29835025,4.978589297
,Liander N.V. (NW),,Poederooienstraat,1106CE,1106CE,AMSTERDAM,NL,ELK,KVB,29,1.0,1.0,1.0,0.93,1x25,2069,0.069,0.069,1,52.29966431,4.980068324
,Liander N.V. (NW),,Poederooienstraat,1106CG,1106CG,AMSTERDAM,NL,ELK,KVB,22,1.0,1.0,1.0,0.86,1x25,2365,0.2273,0.0909,1.2,52.29923846,4.980381556
,Liander N.V. (NW),,Poederooienstraat,1106CH,1106CH,AMSTERDAM,NL,ELK,KVB,25,1.0,1.0,1.0,1.0,1x25,2225,0.04,0.04,1,52.29885544,4.980542909
,Liander N.V. (NW),,Poederooienstraat,1106CJ,1106CJ,AMSTERDAM,NL,ELK,KVB,24,1.0,1.0,1.0,0.83,1x25,1968,0.20829999999999999,0.20829999999999999,1,52.29955686,4.979567112
,Liander N.V. (NW),,Poederooienstraat,1106CK,1106CK,AMSTERDAM,NL,ELK,KVB,12,1.0,1.0,1.0,1.0,1x25,1625,0.0,0.0,1,52.29925021,4.979799599
,Liander N.V. (NW),,Poederooienstraat,1106CL,1106CL,AMSTERDAM,NL,ELK,KVB,21,1.0,1.0,1.0,0.86,1x25,2094,0.09519999999999999,0.09519999999999999,1,52.29893888,4.979934217
,Liander N.V. (NW),,Poederooienstraat,1106CM,1106CM,AMSTERDAM ZUIDOOST,NL,ELK,KVB,28,1.0,0.9643,1.0,0.86,1x25,2350,0.1429,0.10710000000000001,1,52.29857545,4.979940446
,Liander N.V. (NW),,Veenendaalplein,1106CN,1106CN,AMSTERDAM,NL,ELK,KVB,60,1.0,1.0,1.0,0.9,1x25,2249,0.16670000000000001,0.16670000000000001,1,52.30044153,4.98079916
,Liander N.V. (NW),,Veenendaalplein,1106CP,1106CP,AMSTERDAM,NL,ELK,KVB,77,1.0,0.987,1.0,0.92,1x25,2386,0.0909,0.0649,1,52.30033709,4.981661843
,Liander N.V. (NW),,Veenendaalplein,1106CR,1106CR,AMSTERDAM ZUIDOOST,NL,ELK,KVB,18,1.0,0.6667000000000001,1.0,0.67,1x25,2521,0.0556,0.0556,1,52.30067463,4.983472454
,Liander N.V. (NW),,Veenendaalplein,1106CS,1106CS,AMSTERDAM,NL,ELK,KVB,14,1.0,1.0,1.0,0.79,1x25,4683,0.1429,0.07139999999999999,1.1,52.30067395,4.984946411
,Liander N.V. (NW),,Varikstraat,1106CT,1106CT,AMSTERDAM,NL,ELK,KVB,42,1.0,1.0,1.0,0.9,1x25,3085,0.07139999999999999,0.047599999999999996,1,52.3002237,4.983036737
,Liander N.V. (NW),,Varikstraat,1106CV,1106CV,AMSTERDAM,NL,ELK,KVB,45,1.0,1.0,1.0,0.89,1x25,2104,0.0889,0.0667,1,52.3002176,4.982490693
,Liander N.V. (NW),,Vleutenstraat,1106CW,1106CW,AMSTERDAM,NL,ELK,KVB,27,1.0,1.0,1.0,0.93,1x25,2671,0.037000000000000005,0.037000000000000005,1,52.29858699,4.983101235
,Liander N.V. (NW),,Vleutenstraat,1106CX,1106CX,AMSTERDAM ZUIDOOST,NL,ELK,KVB,68,1.0,0.9706,1.0,0.94,1x25,2608,0.1324,0.0588,1,52.29886898,4.982529188
,Liander N.V. (NW),,Vreelandplein,1106CZ,1106CZ,AMSTERDAM ZUIDOOST,NL,ELK,KVB,24,1.0,0.9582999999999999,1.0,0.88,1x25,2772,0.125,0.0417,1.1,52.29889881,4.983515352
,Liander N.V. (NW),,Vreelandplein,1106DA,1106DA,AMSTERDAM,NL,ELK,KVB,21,1.0,0.9048,1.0,0.71,1x25,3300,0.23809999999999998,0.1429,1.1,52.29891677,4.984953645
,Liander N.V. (NW),,Vianenstraat,1106DB,1106DB,AMSTERDAM ZUIDOOST,NL,ELK,KVB,55,1.0,0.9636,1.0,0.91,1x25,2182,0.0909,0.0364,1,52.30015605,4.984528287
,Liander N.V. (NW),,Vianenstraat,1106DC,1106DC,AMSTERDAM,NL,ELK,KVB,35,1.0,1.0,1.0,0.91,1x25,2698,0.1143,0.1143,1,52.29852039,4.984573829
,Liander N.V. (NW),,Vianenstraat,1106DD,1106DD,AMSTERDAM,NL,ELK,KVB,50,1.0,0.98,1.0,0.9,1x25,2579,0.1,0.08,1,52.30011571,4.983906571
,Liander N.V. (NW),,Vianenstraat,1106DE,1106DE,AMSTERDAM,NL,ELK,KVB,51,1.0,1.0,1.0,0.84,1x25,2833,0.1373,0.0784,1.1,52.29844006,4.9837534
,Liander N.V. (NW),,Veldhuizenstraat,1106DG,1106DG,AMSTERDAM,NL,ELK,KVB,55,1.0,1.0,1.0,0.71,1x25,2715,0.49090000000000006,0.4182,1.1,52.30034279,4.98595417
,Liander N.V. (NW),,Veldhuizenstraat,1106DH,1106DH,AMSTERDAM,NL,ELK,KVB,42,1.0,1.0,1.0,0.93,1x25,2217,0.047599999999999996,0.023799999999999998,1,52.30019097,4.985396645
,Liander N.V. (NW),,Voorthuizenstraat,1106DJ,1106DJ,AMSTERDAM ZUIDOOST,NL,ELK,KVB,76,1.0,0.9868000000000001,1.0,0.92,1x25,2550,0.0658,0.0395,1,52.29879881,4.985975737
,Liander N.V. (NW),,Voorthuizenstraat,1106DK,1106DK,AMSTERDAM,NL,ELK,KVB,60,1.0,1.0,1.0,0.95,1x25,2406,0.0833,0.0667,1,52.29836572,4.985261048
,Liander N.V. (NW),,Wamelstraat,1106DL,1106DL,AMSTERDAM,NL,ELK,KVB,49,1.0,1.0,1.0,0.86,1x25,2136,0.16329999999999997,0.0816,1.1,52.30054564,4.986728261
,Liander N.V. (NW),,Wamelstraat,1106DM,1106DM,AMSTERDAM,NL,ELK,KVB,57,1.0,0.9825,1.0,0.93,1x25,1994,0.0877,0.0877,1,52.30065448,4.987391636
,Liander N.V. (NW),,Wamelstraat,1106DN,1106DN,AMSTERDAM,NL,ELK,KVB,43,1.0,1.0,1.0,0.91,1x25,2140,0.13949999999999999,0.0698,1.1,52.30050193,4.988168525
,Liander N.V. (NW),,Wamelplein,1106DP,1106DP,AMSTERDAM,NL,ELK,KVB,44,1.0,1.0,1.0,0.93,1x25,1935,0.1364,0.11359999999999999,1,52.29953186,4.986988616
,Liander N.V. (NW),,Wamelplein,1106DR,1106DR,AMSTERDAM,NL,ELK,KVB,44,1.0,1.0,1.0,0.89,1x25,2312,0.1364,0.0909,1.1,52.29877507,4.986935789
,Liander N.V. (NW),,Wamelplein,1106DS,1106DS,AMSTERDAM,NL,ELK,KVB,72,1.0,1.0,1.0,0.97,1x25,2183,0.09720000000000001,0.0694,1,52.29898504,4.987632864
,Liander N.V. (NW),,Wamelplein,1106DT,1106DT,AMSTERDAM,NL,ELK,KVB,39,1.0,1.0,1.0,0.9,1x25,1949,0.1026,0.0256,1.1,52.29892949,4.988377596
,Liander N.V. (NW),,Vreeswijkpad,1106DV,1106EA,AMSTERDAM,NL,ELK,KVB,26,0.8462000000000001,0.9615,1.0,0.42,1x25,7724,0.46149999999999997,0.2692,1.3,52.30491808,4.966412996
,Liander N.V. (NW),,Maldenhof,1106EB,1106EB,AMSTERDAM,NL,ELK,KVB,20,0.95,1.0,1.0,0.65,1x25,3295,0.15,0.05,1.1,52.30540831,4.967792298
,Liander N.V. (NW),,Maldenhof,1106EC,1106EC,AMSTERDAM ZUIDOOST,NL,ELK,KVB,19,0.9473999999999999,0.9473999999999999,1.0,0.79,1x25,2719,0.10529999999999999,0.10529999999999999,1,52.30524261,4.968475649
,Liander N.V. (NW),,Maldenhof,1106ED,1106ED,AMSTERDAM,NL,ELK,KVB,23,0.9129999999999999,1.0,1.0,0.78,1x25,2763,0.21739999999999998,0.1739,1.1,52.30462077,4.967202734
,Liander N.V. (NW),,Maldenhof,1106EE,1106EE,AMSTERDAM,NL,ELK,KVB,16,0.875,1.0,1.0,0.81,1x25,3381,0.1875,0.125,1.1,52.30493086,4.968750749
,Liander N.V. (NW),,Maldenhof,1106EG,1106EG,AMSTERDAM,NL,ELK,KVB,22,1.0,1.0,1.0,0.95,1x25,2782,0.0,0.0,1,52.30471334,4.968815859
,Liander N.V. (NW),,Maldenhof,1106EH,1106EH,AMSTERDAM,NL,ELK,KVB,17,1.0,1.0,1.0,0.88,1x25,2908,0.1765,0.0588,1.1,52.30415603,4.967397466
,Liander N.V. (NW),,Maldenhof,1106EJ,1106EJ,AMSTERDAM ZUIDOOST,NL,ELK,KVB,16,0.9375,0.9375,1.0,0.88,1x25,2958,0.125,0.0625,1.1,52.30389809,4.967713201
,Liander N.V. (NW),,Maldenhof,1106EK,1106EK,AMSTERDAM,NL,ELK,KVB,21,0.9523999999999999,1.0,1.0,0.76,1x25,2288,0.1429,0.09519999999999999,1.1,52.30442203,4.96906636
,Liander N.V. (NW),,Maldenhof,1106EL,1106EL,AMSTERDAM ZUIDOOST,NL,ELK,KVB,28,0.7143,0.9286,1.0,0.82,1x25,2677,0.25,0.17859999999999998,1.1,52.3041289,4.969052311
,Liander N.V. (NW),,Maldenhof,1106EM,1106EM,AMSTERDAM,NL,ELK,KVB,25,0.92,1.0,1.0,0.8,1x25,3050,0.16,0.12,1,52.30381456,4.969306049
,Liander N.V. (NW),,Maldenhof,1106EN,1106EN,AMSTERDAM ZUIDOOST,NL,ELK,KVB,23,0.5652,0.8695999999999999,1.0,0.74,1x25,1950,0.3043,0.2609,1.1,52.30371186,4.969762539
,Liander N.V. (NW),,Maldenhof,1106EP,1106EP,AMSTERDAM ZUIDOOST,NL,ELK,KVB,18,0.6667000000000001,0.8889,1.0,0.61,1x25,2977,0.3333,0.3333,1,52.30321769,4.968469065
Liander N.V.,Liander N.V. (NW),,Maldenhof,1106ER,1106ER,AMSTERDAM ZUIDOOST,NL,ELK,KVB,24,0.8332999999999999,0.875,1.0,0.79,1x25,2679,0.16670000000000001,0.0833,1.1,52.30440167,4.96478321
,Liander N.V. (NW),,Maldenhof,1106ES,1106ES,AMSTERDAM,NL,ELK,KVB,14,1.0,1.0,1.0,0.79,1x25,3264,0.07139999999999999,0.07139999999999999,1,52.30410055,4.964894289
,Liander N.V. (NW),,Maldenhof,1106ET,1106ET,AMSTERDAM,NL,ELK,KVB,15,1.0,1.0,1.0,0.8,1x25,3381,0.0667,0.0,1.1,52.30381679,4.965242022
,Liander N.V. (NW),,Maldenhof,1106EV,1106EV,AMSTERDAM,NL,ELK,KVB,22,0.8636,1.0,1.0,0.86,1x25,3233,0.2273,0.0909,1.3,52.3036711,4.965576133
,Liander N.V. (NW),,Maldenhof,1106EW,1106EW,AMSTERDAM,NL,ELK,KVB,24,1.0,1.0,1.0,0.88,1x25,2333,0.0417,0.0417,1,52.30335002,4.965870298
,Liander N.V. (NW),,Maldenhof,1106EX,1106EX,AMSTERDAM ZUIDOOST,NL,ELK,KVB,24,0.9582999999999999,0.9582999999999999,1.0,0.75,1x25,3226,0.0,0.0,1,52.30303611,4.966633805
,Liander N.V. (NW),,Maldenhof,1106EZ,1106EZ,AMSTERDAM ZUIDOOST,NL,ELK,KVB,52,1.0,0.9808,1.0,0.96,1x25,1825,0.0385,0.0192,1,52.30270156,4.966580428
,Liander N.V. (NW),,Mijndenhof,1106GA,1106GA,AMSTERDAM ZUIDOOST,NL,ELK,KVB,11,0.8181999999999999,0.9091,1.0,0.82,1x25,2958,0.3636,0.1818,1.1,52.30009809,4.971032497
,Liander N.V. (NW),,Mijndenhof,1106GB,1106GB,AMSTERDAM ZUIDOOST,NL,ELK,KVB,11,0.8181999999999999,0.9091,1.0,0.73,1x25,1877,0.0909,0.0909,1.1,52.30031257,4.971563315
,Liander N.V. (NW),,Mijndenhof,1106GC,1106GC,AMSTERDAM,NL,ELK,KVB,12,0.9167000000000001,1.0,1.0,0.75,1x25,2964,0.25,0.16670000000000001,1.1,52.30053782,4.972290163
,Liander N.V. (NW),,Mijndenhof,1106GD,1106GD,AMSTERDAM,NL,ELK,KVB,17,0.8234999999999999,1.0,1.0,0.76,1x25,2875,0.1765,0.1765,1.1,52.300712,4.973214022
,Liander N.V. (NW),,Mijndenhof,1106GE,1106GE,AMSTERDAM,NL,ELK,KVB,13,0.9231,1.0,1.0,0.85,1x25,2737,0.07690000000000001,0.07690000000000001,1,52.30015683,4.971948448
,Liander N.V. (NW),,Mijndenhof,1106GG,1106GG,AMSTERDAM,NL,ELK,KVB,22,0.8636,1.0,1.0,0.73,1x35,2589,0.9091,0.9091,1,52.30006378,4.972872565
,Liander N.V. (NW),,Mijndenhof,1106GH,1106GH,AMSTERDAM,NL,ELK,KVB,15,1.0,1.0,1.0,0.73,1x35,3122,0.8,0.8,1,52.30006014,4.973452302
,Liander N.V. (NW),,Mijndenhof,1106GJ,1106GJ,AMSTERDAM,NL,ELK,KVB,18,1.0,1.0,1.0,0.89,1x35,3067,1.0,1.0,,52.29959425,4.972190648
,Liander N.V. (NW),,Mijndenhof,1106GK,1106GK,AMSTERDAM,NL,ELK,KVB,17,1.0,1.0,1.0,0.76,1x35,1661,0.8824,0.8824,1.5,52.29927466,4.972509926
,Liander N.V. (NW),,Mijndenhof,1106GL,1106GL,AMSTERDAM,NL,ELK,KVB,23,1.0,1.0,1.0,0.87,1x25,2774,0.1304,0.1304,1,52.29945588,4.973290248
Liander N.V.,Liander N.V. (NW),,Mijndenhof,1106GM,1106GM,AMSTERDAM ZUIDOOST,NL,ELK,KVB,20,0.95,0.95,1.0,0.7,1x25,1996,0.2,0.1,1.1,52.29968207,4.968972461
,Liander N.V. (NW),,Mijndenhof,1106GN,1106GN,AMSTERDAM,NL,ELK,KVB,16,0.8125,1.0,1.0,0.75,1x25,2163,0.25,0.25,1.1,52.29940434,4.969224297
,Liander N.V. (NW),,Mijndenhof,1106GP,1106GP,AMSTERDAM,NL,ELK,KVB,14,0.7143,1.0,1.0,0.86,1x25,2526,0.2857,0.2857,1,52.29948193,4.970271329
,Liander N.V. (NW),,Mijndenhof,1106GR,1106GR,AMSTERDAM ZUIDOOST,NL,ELK,KVB,13,0.6923,0.9231,1.0,1.0,1x25,3063,0.3077,0.23079999999999998,1,52.29915381,4.969131619
,Liander N.V. (NW),,Mijndenhof,1106GS,1106GS,AMSTERDAM,NL,ELK,KVB,12,1.0,1.0,1.0,0.75,1x25,3832,0.0,0.0,1,52.29883429,4.969427823
,Liander N.V. (NW),,Mijndenhof,1106GT,1106GT,AMSTERDAM ZUIDOOST,NL,ELK,KVB,16,0.8125,0.9375,1.0,0.56,1x25,2462,0.125,0.125,1,52.29918601,4.970574357
,Liander N.V. (NW),,Mijndenhof,1106GV,1106GV,AMSTERDAM,NL,ELK,KVB,10,1.0,1.0,1.0,0.5,1x35,1973,0.8,0.8,1,52.29890775,4.970636206
,Liander N.V. (NW),,Mijndenhof,1106GW,1106GW,AMSTERDAM,NL,ELK,KVB,12,1.0,1.0,1.0,0.92,1x35,2800,1.0,1.0,,52.29862895,4.969606893
,Liander N.V. (NW),,Meerkerkdreef,1106GZ,1106GZ,AMSTERDAM ZUIDOOST,NL,ELK,KVB,19,0.9473999999999999,0.8946999999999999,1.0,0.53,1x6,9943,0.31579999999999997,0.21050000000000002,2,52.30194331,4.976800964
Liander N.V.,Liander N.V. (NW),,Mijehof,1106HA,1106HA,AMSTERDAM ZUIDOOST,NL,ELK,KVB,50,1.0,0.94,1.0,0.62,1x35,2666,0.12,0.08,1,52.30249759,4.969246106
,Liander N.V. (NW),,Mijehof,1106HB,1106HB,AMSTERDAM,NL,ELK,KVB,14,0.8571,1.0,1.0,0.71,1x25,2513,0.1429,0.1429,1,52.30234382,4.970067507
,Liander N.V. (NW),,Mijehof,1106HC,1106HC,AMSTERDAM,NL,ELK,KVB,14,0.9286,1.0,1.0,0.86,1x25,2848,0.1429,0.07139999999999999,1.1,52.30202514,4.970360576
,Liander N.V. (NW),,Mijehof,1106HD,1106HD,AMSTERDAM,NL,ELK,KVB,19,1.0,1.0,1.0,0.89,1x25,3225,0.10529999999999999,0.10529999999999999,1,52.30205016,4.971130816
,Liander N.V. (NW),,Mijehof,1106HE,1106HE,AMSTERDAM,NL,ELK,KVB,36,0.9444,1.0,1.0,0.92,1x25,2302,0.22219999999999998,0.16670000000000001,1.1,52.30144275,4.970006414
,Liander N.V. (NW),,Mijehof,1106HG,1106HG,AMSTERDAM,NL,ELK,KVB,23,0.9565,1.0,1.0,0.83,1x25,3579,0.2609,0.1739,1.1,52.30177578,4.971584552
,Liander N.V. (NW),,Mijehof,1106HH,1106HH,AMSTERDAM ZUIDOOST,NL,ELK,KVB,25,0.88,0.96,1.0,0.84,1x25,2221,0.24,0.16,1.1,52.30139997,4.971172466
,Liander N.V. (NW),,Mijehof,1106HJ,1106HJ,AMSTERDAM,NL,ELK,KVB,26,1.0,1.0,1.0,0.85,1x25,2619,0.1923,0.11539999999999999,1.1,52.30111968,4.971555707
,Liander N.V. (NW),,Mijehof,1106HK,1106HK,AMSTERDAM,NL,ELK,KVB,29,1.0,1.0,1.0,0.9,1x25,2562,0.0345,0.0,1,52.30104748,4.972126752
,Liander N.V. (NW),,Mijehof,1106HL,1106HL,AMSTERDAM,NL,ELK,KVB,22,1.0,1.0,1.0,1.0,1x25,1957,0.0,0.0,1,52.30054583,4.970772279
,Liander N.V. (NW),,Mijehof,1106HM,1106HM,AMSTERDAM ZUIDOOST,NL,ELK,KVB,23,1.0,0.9565,1.0,0.96,1x25,3289,0.1304,0.0435,1.1,52.30215004,4.966930716
,Liander N.V. (NW),,Mijehof,1106HN,1106HN,AMSTERDAM,NL,ELK,KVB,20,0.95,1.0,1.0,0.9,1x25,2776,0.05,0.05,1,52.30200974,4.967329557
,Liander N.V. (NW),,Mijehof,1106HP,1106HP,AMSTERDAM,NL,ELK,KVB,20,0.95,1.0,1.0,0.75,1x25,2907,0.2,0.15,1.1,52.30173473,4.96758872
,Liander N.V. (NW),,Mijehof,1106HR,1106HR,AMSTERDAM,NL,ELK,KVB,23,0.9129999999999999,1.0,1.0,0.83,1x25,3189,0.1304,0.1304,1,52.30152342,4.967730471
,Liander N.V. (NW),,Mijehof,1106HS,1106HS,AMSTERDAM,NL,ELK,KVB,23,0.9129999999999999,1.0,1.0,0.7,1x25,3421,0.1304,0.087,1,52.30123756,4.968004074
,Liander N.V. (NW),,Mijehof,1106HT,1106HT,AMSTERDAM,NL,ELK,KVB,18,0.8889,1.0,1.0,0.94,1x25,2821,0.0556,0.0556,1,52.30103708,4.968166666
,Liander N.V. (NW),,Mijehof,1106HV,1106HV,AMSTERDAM ZUIDOOST,NL,ELK,KVB,21,1.0,0.9048,1.0,0.76,1x25,3390,0.1905,0.047599999999999996,1.2,52.30074064,4.968410803
Liander N.V.,Liander N.V. (NW),,Mijehof,1106HW,1106HX,AMSTERDAM ZUIDOOST,NL,ELK,KVB,21,1.0,0.9048,1.0,0.76,1x25,7309,0.1429,0.09519999999999999,1.1,52.2964992,4.972742281
,Liander N.V. (NW),,Renkumhof,1106HZ,1106HZ,AMSTERDAM,NL,ELK,KVB,12,1.0,1.0,1.0,0.92,1x25,2447,0.0,0.0,1,52.29636845,4.972353506
,Liander N.V. (NW),,Renkumhof,1106JA,1106JA,AMSTERDAM,NL,ELK,KVB,21,1.0,1.0,1.0,0.95,1x25,3924,0.1429,0.09519999999999999,1.1,52.29608653,4.97223642
,Liander N.V. (NW),,Renkumhof,1106JB,1106JB,AMSTERDAM,NL,ELK,KVB,16,1.0,1.0,1.0,1.0,1x25,3575,0.0,0.0,1,52.29581416,4.972500381
,Liander N.V. (NW),,Rhenenhof,1106JC,1106JC,AMSTERDAM,NL,ELK,KVB,23,1.0,1.0,1.0,0.83,1x25,2680,0.087,0.0435,1,52.2977972,4.970994569
,Liander N.V. (NW),,Rhenenhof,1106JD,1106JD,AMSTERDAM,NL,ELK,KVB,16,1.0,1.0,1.0,0.81,1x25,2114,0.0625,0.0625,1,52.29768362,4.971540148
,Liander N.V. (NW),,Rhenenhof,1106JE,1106JE,AMSTERDAM,NL,ELK,KVB,17,1.0,1.0,1.0,0.88,1x25,3968,0.2353,0.1176,1.1,52.29743592,4.971774267
Liander N.V.,Liander N.V. (NW),,Rhenenhof,1106JG,1106JG,AMSTERDAM ZUIDOOST,NL,ELK,KVB,18,1.0,0.9444,1.0,0.61,1x25,2962,0.22219999999999998,0.0556,1.1,52.29725941,4.972094975
