MEETVERANTWOORDELIJKE,NETBEHEERDER,NETGEBIED,STRAATNAAM,POSTCODE_VAN,POSTCODE_TOT,WOONPLAATS,LANDCODE,PRODUCTSOORT,VERBRUIKSSEGMENT,Aantal Aansluitingen,%Leveringsrichting,%Fysieke status,%Defintieve aansl (NRM),%Soort aansluiting,Soort aansluiting Naam,SJV,%SJV laag tarief,%Slimme Meter,Gemiddeld aantal telwielen,longitude,latitude
,Liander N.V. (NW),,Eerste Nassaustraat,1052BG,1052BG,AMSTERDAM,NL,ELK,KVB,51,1.0,0.8431000000000001,1.0,0.65,1x25,1948,0.0588,0.0588,1,52.38310288,4.87983411
Liander N.V.,Liander N.V. (NW),,Eerste Nassaustraat,1052BH,1052BH,AMSTERDAM,NL,ELK,KVB,62,1.0,0.6774,1.0,0.34,1x25,2060,0.1613,0.1452,1,52.38348588,4.879168714
Liander N.V.,Liander N.V. (NW),,Tweede Nassaustraat,1052BJ,1052BJ,AMSTERDAM,NL,ELK,KVB,34,1.0,0.9706,1.0,0.5,1x25,5389,0.4706,0.3529,1.2,52.38225935,4.878408048
,Liander N.V. (NW),,Tweede Nassaustraat,1052BK,1052BK,AMSTERDAM,NL,ELK,KVB,32,1.0,1.0,1.0,0.88,1x25,2821,0.125,0.09380000000000001,1,52.3825343,4.877858418
,Liander N.V. (NW),,Tweede Nassaustraat,1052BL,1052BL,AMSTERDAM,NL,ELK,KVB,15,1.0,1.0,1.0,1.0,1x25,1915,0.0,0.0,1,52.38285416,4.877347525
Liander N.V.,Liander N.V. (NW),,Tweede Nassaustraat,1052BM,1052BM,AMSTERDAM,NL,ELK,KVB,42,1.0,0.9762000000000001,1.0,0.71,1x25,1640,0.2857,0.2143,1.1,52.38234273,4.878780864
,Liander N.V. (NW),,Tweede Nassaustraat,1052BN,1052BN,AMSTERDAM,NL,ELK,KVB,20,1.0,0.95,1.0,0.85,1x25,2984,0.2,0.05,1.1,52.3825089,4.878497807
,Liander N.V. (NW),,Tweede Nassaustraat,1052BP,1052BP,AMSTERDAM,NL,ELK,KVB,17,1.0,0.9412,1.0,0.53,1x25,4249,0.29410000000000003,0.0,1.3,52.38295077,4.877641842
,Liander N.V. (NW),,Jacob Catskade,1052BR,1052BR,AMSTERDAM,NL,ELK,KVB,30,1.0,0.9667,1.0,0.9,1x25,1754,0.16670000000000001,0.1333,1,52.3813184,4.878462707
,Liander N.V. (NW),,Jacob Catskade,1052BS,1052BS,AMSTERDAM,NL,ELK,KVB,25,1.0,1.0,1.0,0.92,1x25,1356,0.0,0.0,1,52.3811971,4.877968267
,Liander N.V. (NW),,Jacob Catskade,1052BT,1052BT,AMSTERDAM,NL,ELK,KVB,49,1.0,0.7143,1.0,0.51,1x25,2053,0.2857,0.24489999999999998,1,52.38104717,4.877377368
,Liander N.V. (NW),,Jacob Catskade,1052BV,1052BV,AMSTERDAM,NL,ELK,KVB,37,0.973,0.8108,1.0,0.65,1x35,3300,0.0541,0.027000000000000003,1,52.38091809,4.876820553
Liander N.V.,Liander N.V. (NW),,Jacob Catskade,1052BW,1052BW,AMSTERDAM,NL,ELK,KVB,31,1.0,0.9677,1.0,0.87,1x25,1937,0.0645,0.0323,1,52.38200355,4.87850523
,Liander N.V. (NW),,Jacob Catskade,1052BX,1052BX,AMSTERDAM,NL,ELK,KVB,25,1.0,1.0,1.0,0.52,1x25,1675,0.24,0.24,1,52.38190553,4.878094067
,Liander N.V. (NW),,Jacob Catskade,1052BZ,1052BZ,AMSTERDAM,NL,ELK,KVB,28,1.0,1.0,1.0,1.0,1x25,1323,0.07139999999999999,0.07139999999999999,1,52.38180055,4.877650843
Liander N.V.,Liander N.V. (NW),,Jacob Catskade,1052CA,1052CA,AMSTERDAM,NL,ELK,KVB,25,1.0,0.96,1.0,0.96,1x25,1454,0.0,0.0,1,52.38171696,4.877302319
,Liander N.V. (NW),,Jacob Catskade,1052CB,1052CB,AMSTERDAM,NL,ELK,KVB,27,1.0,0.963,1.0,0.96,1x25,989,0.037000000000000005,0.037000000000000005,1,52.38162895,4.87692082
,Liander N.V. (NW),,Jacob Catskade,1052CC,1052CC,AMSTERDAM,NL,ELK,KVB,19,1.0,0.9473999999999999,1.0,0.63,1x25,1159,0.0,0.0,1,52.38152394,4.876465064
,Liander N.V. (NW),,Nassaukade,1052CE,1052CE,AMSTERDAM,NL,ELK,KVB,33,1.0,0.9697,1.0,0.64,1x25,2469,0.0909,0.0909,1,52.38424753,4.881028266
,Liander N.V. (NW),,Nassaukade,1052CG,1052CG,AMSTERDAM,NL,ELK,KVB,40,0.95,0.85,1.0,0.38,3x25,2663,0.175,0.15,1,52.38376832,4.880699954
,Liander N.V. (NW),,Nassaukade,1052CH,1052CH,AMSTERDAM,NL,ELK,KVB,32,0.9375,0.7813,1.0,0.59,1x25,2393,0.2813,0.25,1,52.38335687,4.880459673
,Liander N.V. (NW),,Nassaukade,1052CJ,1052CJ,AMSTERDAM,NL,ELK,KVB,25,1.0,0.84,1.0,0.48,1x25,2114,0.32,0.24,1.1,52.38308844,4.880278251
,Liander N.V. (NW),,Nassaukade,1052CK,1052CK,AMSTERDAM,NL,ELK,KVB,32,1.0,1.0,1.0,0.63,1x25,2160,0.125,0.0625,1.1,52.38263785,4.879778631
,Liander N.V. (NW),,Nassaukade,1052CL,1052CL,AMSTERDAM,NL,ELK,KVB,28,1.0,0.9643,1.0,0.5,1x25,2386,0.35710000000000003,0.3214,1.1,52.38245066,4.879327376
,Liander N.V. (NW),,Nassaukade,1052CM,1052CM,AMSTERDAM,NL,ELK,KVB,14,1.0,1.0,1.0,0.79,1x25,4090,0.07139999999999999,0.0,1.1,52.38229344,4.879027874
,Liander N.V. (NW),,Nassaukade,1052CN,1052CN,AMSTERDAM,NL,ELK,KVB,25,1.0,0.96,1.0,0.68,1x25,4132,0.28,0.16,1.1,52.38127034,4.878941194
Liander N.V.,Liander N.V. (NW),,Nassaukade,1052CP,1052CP,AMSTERDAM,NL,ELK,KVB,76,1.0,0.9211,1.0,0.45,1x25,2331,0.3289,0.30260000000000004,1,52.38049127,4.878660769
Liander N.V.,Liander N.V. (NW),,Nassaukade,1052CR,1052CR,AMSTERDAM,NL,ELK,KVB,34,1.0,0.9118,1.0,0.38,1x35,3289,0.4412,0.3529,1.1,52.37772996,4.876955654
Liander N.V.,Liander N.V. (NW),,Nassaukade,1052CS,1052CS,AMSTERDAM,NL,ELK,KVB,36,1.0,0.9167000000000001,1.0,0.67,1x25,1550,0.3056,0.25,1,52.37692514,4.876428814
,Liander N.V. (NW),,Nassaukade,1052CT,1052CT,AMSTERDAM,NL,ELK,KVB,26,1.0,0.9231,1.0,0.5,3x25,2738,0.23079999999999998,0.15380000000000002,1.1,52.37657528,4.876206311
Liander N.V.,Liander N.V. (NW),,Nassaukade,1052CV,1052CV,AMSTERDAM,NL,ELK,KVB,13,1.0,0.8462000000000001,1.0,0.62,1x25,2329,0.07690000000000001,0.07690000000000001,1,52.37620936,4.875983418
,Liander N.V. (NW),,Nassaukade,1052CW,1052CW,AMSTERDAM,NL,ELK,KVB,22,1.0,1.0,1.0,0.5,3x25,2504,0.0455,0.0455,1,52.37593157,4.875793587
,Liander N.V. (NW),,Nassaukade,1052CX,1052CX,AMSTERDAM,NL,ELK,KVB,33,1.0,0.9697,1.0,0.45,1x25,2479,0.060599999999999994,0.030299999999999997,1,52.375446,4.87549939
,Liander N.V. (NW),,Nassaukade,1052CZ,1052CZ,AMSTERDAM,NL,ELK,KVB,26,1.0,0.9231,1.0,0.42,1x35,3166,0.3846,0.3077,1.1,52.37509738,4.875272928
,Liander N.V. (NW),,Jacob Catskade,1052DA,1052DA,AMSTERDAM,NL,ELK,KVB,36,1.0,1.0,1.0,0.97,1x25,2429,0.0278,0.0278,1,52.38064652,4.875839295
,Liander N.V. (NW),,De Wittenkade,1052DC,1052DC,AMSTERDAM,NL,ELK,KVB,81,1.0,0.9876999999999999,1.0,0.93,1x25,1903,0.0741,0.037000000000000005,1,52.38233131,4.876290936
,Liander N.V. (NW),,De Wittenkade,1052DD,1052DD,AMSTERDAM,NL,ELK,KVB,49,0.9592,0.9795999999999999,1.0,0.9,1x25,3110,0.0204,0.0,1,52.38142126,4.87506494
,Liander N.V. (NW),,De Wittenkade,1052DE,1052DE,AMSTERDAM,NL,ELK,KVB,42,1.0,1.0,1.0,0.95,1x25,2348,0.047599999999999996,0.047599999999999996,1,52.3812746,4.874405705
,Liander N.V. (NW),,Korte De Wittenstraat,1052DG,1052DG,AMSTERDAM,NL,ELK,KVB,33,0.8787999999999999,0.9394,1.0,0.88,1x25,3227,0.1515,0.0909,1,52.38172751,4.875565672
Liander N.V.,Liander N.V. (NW),,Nassaukade,1052EA,1052EA,AMSTERDAM,NL,ELK,KVB,24,1.0,0.875,1.0,0.42,1x25,3327,0.25,0.20829999999999999,1,52.37478134,4.875066555
,Liander N.V. (NW),,Nassaukade,1052EB,1052EB,AMSTERDAM,NL,ELK,KVB,25,1.0,0.92,1.0,0.52,1x35,2506,0.8,0.72,1,52.37453078,4.874925093
,Liander N.V. (NW),,Nassaukade,1052EC,1052EC,AMSTERDAM,NL,ELK,KVB,19,1.0,0.8946999999999999,1.0,0.68,1x25,7812,0.31579999999999997,0.0526,1.3,52.37395644,4.874760691
,Liander N.V. (NW),,Nassaukade,1052ED,1052ED,AMSTERDAM,NL,ELK,KVB,27,1.0,0.963,1.0,0.41,1x35,3202,0.44439999999999996,0.3704,1.3,52.37368129,4.874801009
,Liander N.V. (NW),,Nassaukade,1052EE,1052EE,AMSTERDAM,NL,ELK,KVB,36,1.0,0.8056,1.0,0.33,1x25,1790,0.4167,0.3889,1,52.37275221,4.874054248
Liander N.V.,Liander N.V. (NW),,Nassaukade,1052EG,1052EG,AMSTERDAM,NL,ELK,KVB,27,1.0,0.963,1.0,0.48,1x35,2292,0.8148000000000001,0.8148000000000001,1,52.37246669,4.873850076
,Liander N.V. (NW),,Nassaukade,1052EH,1052EH,AMSTERDAM,NL,ELK,KVB,23,1.0,0.8695999999999999,1.0,0.7,1x35,1953,0.087,0.087,1,52.37223384,4.873768154
,Liander N.V. (NW),,Nassaukade,1052EJ,1052EJ,AMSTERDAM,NL,ELK,KVB,27,1.0,0.9259000000000001,1.0,0.41,1x25,2693,0.0741,0.0,1.1,52.37203476,4.873778316
,Liander N.V. (NW),,Eerste Kostverlorenkade,1052EL,1052EL,AMSTERDAM,NL,ELK,KVB,23,1.0,0.9129999999999999,1.0,0.78,1x25,2085,0.1304,0.0435,1,52.37955876,4.873937793
Liander N.V.,Liander N.V. (NW),,Eerste Kostverlorenkade,1052EM,1052EM,AMSTERDAM,NL,ELK,KVB,33,1.0,0.8484999999999999,1.0,0.79,1x25,1860,0.0,0.0,1,52.37912587,4.873559147
,Liander N.V. (NW),,Eerste Kostverlorenkade,1052EN,1052EN,AMSTERDAM,NL,ELK,KVB,35,1.0,0.9714,1.0,0.71,1x25,1554,0.1429,0.1143,1,52.37856417,4.873089687
,Liander N.V. (NW),,Antonie Heinsiusstraat,1052EP,1052EP,AMSTERDAM,NL,ELK,KVB,39,0.9743999999999999,1.0,1.0,0.82,1x25,2505,0.0513,0.0513,1,52.38044659,4.875040075
,Liander N.V. (NW),,Lodewijk Tripstraat,1052ER,1052ER,AMSTERDAM,NL,ELK,KVB,49,1.0,0.9388,1.0,0.65,1x25,1724,0.2857,0.24489999999999998,1,52.38006892,4.876474915
,Liander N.V. (NW),,Lodewijk Tripstraat,1052ES,1052ES,AMSTERDAM,NL,ELK,KVB,23,1.0,1.0,1.0,1.0,1x25,1954,0.0435,0.0435,1,52.38004617,4.876893429
,Liander N.V. (NW),,Lodewijk Tripstraat,1052ET,1052ET,AMSTERDAM,NL,ELK,KVB,24,1.0,0.9582999999999999,1.0,0.88,1x25,1543,0.125,0.0417,1.1,52.38060815,4.8765871
,Liander N.V. (NW),,Fagelstraat,1052EV,1052EW,AMSTERDAM,NL,ELK,KVB,41,1.0,1.0,1.0,0.93,1x25,2136,0.0732,0.0,1.1,52.38042004,4.877648364
Liander N.V.,Liander N.V. (NW),,Fagelstraat,1052EX,1052EZ,AMSTERDAM,NL,ELK,KVB,60,1.0,0.9333,1.0,0.58,1x25,1778,0.2,0.15,1,52.38013599,4.876029865
Liander N.V.,Liander N.V. (NW),,Fagelstraat,1052GA,1052GA,AMSTERDAM,NL,ELK,KVB,40,1.0,0.95,1.0,0.68,1x25,1264,0.275,0.25,1,52.37990245,4.874760079
Liander N.V.,Liander N.V. (NW),,Fagelstraat,1052GB,1052GB,AMSTERDAM,NL,ELK,KVB,43,1.0,0.9767,1.0,0.7,1x25,1519,0.1628,0.1628,1,52.38075387,4.878464116
Liander N.V.,Liander N.V. (NW),,Fagelstraat,1052GC,1052GC,AMSTERDAM,NL,ELK,KVB,38,1.0,0.9211,1.0,0.74,1x25,1317,0.1316,0.1316,1,52.3806535,4.877932398
,Liander N.V. (NW),,Fagelstraat,1052GD,1052GD,AMSTERDAM,NL,ELK,KVB,37,0.973,0.6486,1.0,0.68,1x25,2698,0.1892,0.16219999999999998,1.1,52.38056121,4.877433233
,Liander N.V. (NW),,Fagelstraat,1052GE,1052GE,AMSTERDAM,NL,ELK,KVB,36,1.0,0.3056,1.0,0.81,1x25,1653,0.19440000000000002,0.19440000000000002,1,52.38048975,4.877048834
Liander N.V.,Liander N.V. (NW),,Fagelstraat,1052GG,1052GG,AMSTERDAM,NL,ELK,KVB,42,1.0,0.9762000000000001,1.0,0.71,1x25,1653,0.1429,0.11900000000000001,1,52.3803064,4.8759629
,Liander N.V. (NW),,Fagelstraat,1052GH,1052GH,AMSTERDAM,NL,ELK,KVB,26,1.0,1.0,1.0,0.69,1x25,1493,0.1923,0.1923,1,52.38018776,4.875308889
,Liander N.V. (NW),,Fagelstraat,1052GJ,1052GJ,AMSTERDAM,NL,ELK,KVB,31,1.0,1.0,1.0,0.81,1x25,1855,0.0968,0.0323,1.1,52.38008535,4.874758641
,Liander N.V. (NW),,Gerard Schaepstraat,1052GK,1052GK,AMSTERDAM,NL,ELK,KVB,29,1.0,0.8621,1.0,0.66,1x25,2449,0.3448,0.3103,1,52.37978613,4.875212173
,Liander N.V. (NW),,Gerard Schaepstraat,1052GL,1052GL,AMSTERDAM,NL,ELK,KVB,37,0.8378,0.8919,1.0,0.57,1x25,2944,0.1892,0.1351,1.2,52.37984506,4.875522116
,Liander N.V. (NW),,Amaliastraat,1052GM,1052GM,AMSTERDAM,NL,ELK,KVB,21,1.0,0.9048,1.0,0.48,1x25,3426,0.5238,0.5238,1,52.37935778,4.874331974
,Liander N.V. (NW),,Amaliastraat,1052GN,1052GN,AMSTERDAM,NL,ELK,KVB,30,0.9667,0.9333,1.0,0.6,1x25,1401,0.2667,0.23329999999999998,1.1,52.37947983,4.874726406
,Liander N.V. (NW),,Amaliastraat,1052GP,1052GP,AMSTERDAM,NL,ELK,KVB,22,1.0,0.9545,1.0,0.45,1x25,1924,0.2273,0.2273,1,52.37959457,4.874232658
Liander N.V.,Liander N.V. (NW),,Kostverlorenstraat,1052GR,1052GR,AMSTERDAM,NL,ELK,KVB,18,1.0,0.9444,1.0,0.5,1x25,1643,0.0556,0.0556,1,52.37878633,4.874781423
,Liander N.V. (NW),,Kostverlorenstraat,1052GS,1052GS,AMSTERDAM,NL,ELK,KVB,21,1.0,1.0,1.0,0.86,1x25,1873,0.09519999999999999,0.047599999999999996,1.1,52.37861246,4.873995895
,Liander N.V. (NW),,Kostverlorenstraat,1052GT,1052GT,AMSTERDAM,NL,ELK,KVB,22,1.0,1.0,1.0,0.68,1x25,2719,0.0909,0.0455,1,52.37872807,4.873512701
Liander N.V.,Liander N.V. (NW),,Kostverlorenstraat,1052GV,1052GV,AMSTERDAM,NL,ELK,KVB,20,1.0,0.95,1.0,0.6,1x25,2437,0.05,0.05,1,52.37899513,4.874581521
,Liander N.V. (NW),,Kostverlorenstraat,1052GW,1052GW,AMSTERDAM,NL,ELK,KVB,23,1.0,0.9129999999999999,1.0,0.57,1x25,1498,0.0,0.0,1,52.37893223,4.874171538
,Liander N.V. (NW),,Kostverlorenstraat,1052GX,1052GX,AMSTERDAM,NL,ELK,KVB,25,1.0,1.0,1.0,0.68,1x25,1652,0.12,0.12,1,52.37893507,4.873775535
,Liander N.V. (NW),,Zaagmolenstraat,1052HA,1052HA,AMSTERDAM,NL,ELK,KVB,13,1.0,1.0,1.0,0.92,1x25,1401,0.23079999999999998,0.23079999999999998,1,52.37781623,4.874151971
,Liander N.V. (NW),,Zaagmolenstraat,1052HB,1052HB,AMSTERDAM,NL,ELK,KVB,19,1.0,1.0,1.0,0.74,1x25,1443,0.6315999999999999,0.6315999999999999,1.1,52.37800785,4.873324233
,Liander N.V. (NW),,Zaagmolenstraat,1052HC,1052HC,AMSTERDAM,NL,ELK,KVB,18,1.0,1.0,1.0,0.61,1x25,1428,0.3889,0.3889,1,52.3779826,4.874346474
,Liander N.V. (NW),,Zaagmolenstraat,1052HD,1052HD,AMSTERDAM,NL,ELK,KVB,22,1.0,0.9545,1.0,0.59,1x25,1874,0.3182,0.3182,1,52.37814182,4.873652542
,Liander N.V. (NW),,Zaagmolenstraat,1052HE,1052HE,AMSTERDAM,NL,ELK,KVB,29,1.0,1.0,1.0,0.97,1x25,1396,0.10339999999999999,0.069,1,52.37826302,4.873171935
,Liander N.V. (NW),,Frederik Hendrikstraat,1052HG,1052HG,AMSTERDAM,NL,ELK,KVB,23,1.0,1.0,1.0,0.48,1x35,1913,0.0435,0.0,1,52.37748314,4.874935733
,Liander N.V. (NW),,Frederik Hendrikstraat,1052HH,1052HH,AMSTERDAM,NL,ELK,KVB,16,1.0,1.0,1.0,0.5,1x25,1718,0.1875,0.1875,1,52.37707657,4.874617626
,Liander N.V. (NW),,Frederik Hendrikstraat,1052HJ,1052HJ,AMSTERDAM,NL,ELK,KVB,26,1.0,0.9615,1.0,0.58,1x25,2026,0.11539999999999999,0.07690000000000001,1,52.37680573,4.874468391
,Liander N.V. (NW),,Frederik Hendrikstraat,1052HK,1052HK,AMSTERDAM,NL,ELK,KVB,32,1.0,1.0,1.0,0.88,1x25,2947,0.0625,0.0,1.1,52.37644746,4.874304382
,Liander N.V. (NW),,Frederik Hendrikstraat,1052HL,1052HL,AMSTERDAM,NL,ELK,KVB,45,1.0,0.9333,1.0,0.56,1x25,3027,0.2667,0.2444,1.1,52.37584044,4.873801069
Liander N.V.,Liander N.V. (NW),,Frederik Hendrikstraat,1052HM,1052HM,AMSTERDAM,NL,ELK,KVB,29,1.0,0.9655,1.0,0.55,1x25,2302,0.37929999999999997,0.3448,1.1,52.37531427,4.873458885
,Liander N.V. (NW),,Frederik Hendrikstraat,1052HN,1052HN,AMSTERDAM,NL,ELK,KVB,13,1.0,0.9231,1.0,0.69,1x25,7425,0.9231,0.7692,1.5,52.37411958,4.872806109
,Liander N.V. (NW),,Frederik Hendrikstraat,1052HP,1052HP,AMSTERDAM,NL,ELK,KVB,17,1.0,1.0,1.0,0.88,1x25,2625,0.1176,0.0,1.1,52.37393135,4.872542412
,Liander N.V. (NW),,Frederik Hendrikstraat,1052HR,1052HR,AMSTERDAM,NL,ELK,KVB,11,1.0,1.0,1.0,0.82,1x25,2858,0.0,0.0,1,52.37350512,4.872424985
,Liander N.V. (NW),,Frederik Hendrikstraat,1052HS,1052HS,AMSTERDAM,NL,ELK,KVB,44,1.0,0.9773000000000001,1.0,0.75,1x25,2104,0.0909,0.0909,1,52.37324396,4.872151578
,Liander N.V. (NW),,Frederik Hendrikstraat,1052HT,1052HT,AMSTERDAM,NL,ELK,KVB,43,1.0,0.9301999999999999,1.0,0.72,1x25,1531,0.11630000000000001,0.11630000000000001,1,52.37815635,4.874748542
,Liander N.V. (NW),,Frederik Hendrikstraat,1052HV,1052HV,AMSTERDAM,NL,ELK,KVB,45,1.0,0.9778,1.0,0.78,1x25,2184,0.11109999999999999,0.0222,1.1,52.3775334,4.874333107
,Liander N.V. (NW),,Frederik Hendrikstraat,1052HW,1052HW,AMSTERDAM,NL,ELK,KVB,34,1.0,1.0,1.0,0.5,1x25,1630,0.4706,0.4706,1,52.37704981,4.874015814
Liander N.V.,Liander N.V. (NW),,Frederik Hendrikstraat,1052HX,1052HX,AMSTERDAM,NL,ELK,KVB,38,1.0,0.8946999999999999,1.0,0.61,1x25,1787,0.2895,0.31579999999999997,1,52.37655229,4.873696848
,Liander N.V. (NW),,Frederik Hendrikstraat,1052HZ,1052HZ,AMSTERDAM,NL,ELK,KVB,29,1.0,0.9655,1.0,0.83,1x25,3282,0.10339999999999999,0.10339999999999999,1,52.37599728,4.873334806
,Liander N.V. (NW),,Frederik Hendrikstraat,1052JA,1052JA,AMSTERDAM,NL,ELK,KVB,27,1.0,1.0,1.0,0.93,1x25,2788,0.11109999999999999,0.037000000000000005,1.1,52.37569526,4.873146076
,Liander N.V. (NW),,Frederik Hendrikstraat,1052JB,1052JB,AMSTERDAM,NL,ELK,KVB,19,1.0,1.0,1.0,0.63,1x25,2355,0.31579999999999997,0.2632,1.1,52.37544702,4.872978632
,Liander N.V. (NW),,Frederik Hendrikstraat,1052JC,1052JC,AMSTERDAM,NL,ELK,KVB,34,0.9412,0.9706,1.0,0.56,1x25,1772,0.2059,0.1471,1.1,52.37519694,4.872806916
,Liander N.V. (NW),,Frederik Hendrikstraat,1052JD,1052JD,AMSTERDAM,NL,ELK,KVB,24,1.0,1.0,1.0,0.88,1x25,1533,0.0417,0.0417,1,52.37432746,4.872229208
,Liander N.V. (NW),,Frederik Hendrikstraat,1052JE,1052JE,AMSTERDAM,NL,ELK,KVB,33,1.0,1.0,1.0,1.0,1x25,878,0.030299999999999997,0.030299999999999997,1,52.37404506,4.872064445
Liander N.V.,Liander N.V. (NW),,Frederik Hendrikstraat,1052JG,1052JG,AMSTERDAM,NL,ELK,KVB,20,0.9,0.8,1.0,0.7,1x35,3768,0.05,0.05,1,52.37335559,4.871591652
,Liander N.V. (NW),,Frederik Hendrikstraat,1052JH,1052JH,AMSTERDAM,NL,ELK,KVB,14,1.0,1.0,1.0,1.0,1x35,3187,0.0,0.0,1,52.37327337,4.871541351
,Liander N.V. (NW),,Frederik Hendrikstraat,1052JJ,1052JJ,AMSTERDAM,NL,ELK,KVB,27,0.8519,0.9259000000000001,1.0,0.52,1x35,1907,0.0741,0.037000000000000005,1.1,52.37303342,4.871387855
Liander N.V.,Liander N.V. (NW),,Van Oldenbarneveldtplein,1052JK,1052JK,AMSTERDAM,NL,ELK,KVB,23,1.0,0.9565,1.0,0.65,1x25,1606,0.1739,0.1304,1.1,52.37716084,4.876196703
Liander N.V.,Liander N.V. (NW),,Van Oldenbarneveldtplein,1052JL,1052JL,AMSTERDAM,NL,ELK,KVB,41,1.0,0.9512,1.0,0.51,1x25,2184,0.09759999999999999,0.09759999999999999,1,52.3773907,4.875249215
,Liander N.V. (NW),,Van Oldenbarneveldtplein,1052JM,1052JM,AMSTERDAM,NL,ELK,KVB,19,0.8946999999999999,0.8946999999999999,1.0,0.53,1x25,2946,0.10529999999999999,0.0526,1,52.37765442,4.876427597
Liander N.V.,Liander N.V. (NW),,Van Oldenbarneveldtstr,1052JN,1052JN,AMSTERDAM,NL,ELK,KVB,23,1.0,0.8695999999999999,1.0,0.57,1x25,1628,0.1304,0.1304,1,52.37707628,4.875746056
,Liander N.V. (NW),,Van Oldenbarneveldtstr,1052JP,1052JP,AMSTERDAM,NL,ELK,KVB,29,1.0,0.8966,1.0,0.48,1x25,1953,0.2069,0.2069,1,52.37679971,4.875587031
Liander N.V.,Liander N.V. (NW),,Van Oldenbarneveldtstr,1052JR,1052JR,AMSTERDAM,NL,ELK,KVB,31,1.0,0.871,1.0,0.45,1x25,1658,0.129,0.129,1,52.37652846,4.875433672
